-DOCSTART- -X- O
Bella -X- _ B-PER
Montoya -X- _ I-PER
, -X- _ O
76 -X- _ O
anyos -X- _ O
, -X- _ O
nga -X- _ O
naglisod -X- _ O
og -X- _ O
ginhawa -X- _ O
sulod -X- _ O
sa -X- _ O
iyang -X- _ O
lungon -X- _ O
samtang -X- _ O
gitabang -X- _ O
kini -X- _ O
sa -X- _ O
duha -X- _ O
ka -X- _ O
lalaki. -X- _ O
Human -X- _ O
sa -X- _ O
maong -X- _ O
panghitabo -X- _ O
, -X- _ O
gidala -X- _ O
si -X- _ O
Montoya -X- _ B-PER
sa -X- _ O
usa -X- _ O
ka -X- _ O
ospital -X- _ O
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Babahoyo -X- _ B-LOC
aron -X- _ O
ipadayon -X- _ O
ang -X- _ O
pagtambal. -X- _ O
Nasayop -X- _ O
siya -X- _ O
pagdeklarar -X- _ O
nga -X- _ O
patay -X- _ O
na -X- _ O
niadtong -X- _ O
Hunyo -X- _ O
9 -X- _ O
, -X- _ O
apan -X- _ O
tinuod -X- _ O
na -X- _ O
kining -X- _ O
namatay -X- _ O
tungod -X- _ O
sa -X- _ O
stroke -X- _ O
niadtong -X- _ O
Hunyo -X- _ O
16 -X- _ O
. -X- _ O

LATO-LATO -X- _ O
NO -X- _ O
MORE -X- _ O
! -X- _ O
Nagpahimangno -X- _ O
sa -X- _ O
publiko -X- _ O
ang -X- _ O
Food -X- _ B-ORG
and -X- _ I-ORG
Drug -X- _ I-ORG
Administration -X- _ I-ORG
( -X- _ B-ORG
FDA -X- _ I-ORG
) -X- _ I-ORG
nga -X- _ O
dili -X- _ O
mopalit -X- _ O
sa -X- _ O
dulaan -X- _ O
nga -X- _ O
lato-lato. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
FDA -X- _ B-ORG
, -X- _ O
dili -X- _ O
sigurado -X- _ O
nga -X- _ O
luwas -X- _ O
alang -X- _ O
sa -X- _ O
mga -X- _ O
bata -X- _ O
ang -X- _ O
maong -X- _ O
dulaan -X- _ O
tungod -X- _ O
wala -X- _ O
kini -X- _ O
moagi -X- _ O
sa -X- _ O
quality -X- _ O
testing. -X- _ O
Gisubli -X- _ O
sab -X- _ O
nila -X- _ O
, -X- _ O
walay -X- _ O
certificate -X- _ O
of -X- _ O
notification -X- _ O
ang -X- _ O
maong -X- _ O
produkto -X- _ O
nga -X- _ O
usa -X- _ O
sa -X- _ O
kinahanglanon -X- _ O
alang -X- _ O
sa -X- _ O
pag-apruba -X- _ O
sa -X- _ O
pagbaligya -X- _ O
sa -X- _ O
merkado. -X- _ O
Gasugod -X- _ O
na -X- _ O
sab -X- _ O
ang -X- _ O
maong -X- _ O
ahensya -X- _ O
sa -X- _ O
pagkumpiskar -X- _ O
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
dulaan -X- _ O
. -X- _ O

637 -X- _ O
KA -X- _ O
EDUCATIONAL -X- _ O
SCHOLAR -X- _ O
SA -X- _ O
NEGOR -X- _ B-ORG
, -X- _ O
HATAGAN -X- _ O
OG -X- _ O
₱5,000 -X- _ O
NGA -X- _ O
AYUDA -X- _ O
KADA -X- _ O
USA -X- _ O
Gipatuman -X- _ O
ni -X- _ O
Gov. -X- _ O
Manuel -X- _ B-PER
" -X- _ I-PER
Chaco -X- _ I-PER
" -X- _ I-PER
Sagarbarria -X- _ I-PER
ang -X- _ O
Educational -X- _ B-OTHER
and -X- _ I-OTHER
Financial -X- _ I-OTHER
Assistance -X- _ I-OTHER
Program -X- _ I-OTHER
sa -X- _ O
637 -X- _ O
ka -X- _ O
mga -X- _ O
scholars -X- _ O
sa -X- _ O
probinsya -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental. -X- _ I-LOC
Tumong -X- _ O
niini -X- _ O
nga -X- _ O
mapalig-on -X- _ O
ang -X- _ O
scholarship -X- _ O
program -X- _ O
alang -X- _ O
sa -X- _ O
mga -X- _ O
" -X- _ O
poor -X- _ O
, -X- _ O
underprivileged -X- _ O
but -X- _ O
deserving -X- _ O
students -X- _ O
" -X- _ O
sa -X- _ O
probinsya. -X- _ O
Makadawat -X- _ O
og -X- _ O
P5,000 -X- _ O
kada -X- _ O
semeter -X- _ O
ang -X- _ O
matag -X- _ O
estudyante -X- _ O
, -X- _ O
basta -X- _ O
ilang -X- _ O
imintinar -X- _ O
ang -X- _ O
80 -X- _ O
% -X- _ O
nga -X- _ O
general -X- _ O
passing -X- _ O
average. -X- _ O
Hingpit -X- _ O
nga -X- _ O
ipatuman -X- _ O
sa -X- _ O
gobernador -X- _ O
ang -X- _ O
P10 -X- _ O
milyones -X- _ O
nga -X- _ O
pondo -X- _ O
sunod -X- _ O
tuig -X- _ O
ug -X- _ O
pun-on -X- _ O
ang -X- _ O
363 -X- _ O
na -X- _ O
mga -X- _ O
bakante -X- _ O
sa -X- _ O
scholarship -X- _ O
program. -X- _ O
Dugang -X- _ O
pa -X- _ O
, -X- _ O
gitinguha -X- _ O
sa -X- _ O
gobernador -X- _ O
ang -X- _ O
pagdungag -X- _ O
og -X- _ O
pondo -X- _ O
alang -X- _ O
maong -X- _ O
scholarship -X- _ O
. -X- _ O

DOLE-7 -X- _ B-ORG
, -X- _ O
GIPANGHINGUSGAN -X- _ O
ANG -X- _ O
PAG-MONITOR -X- _ O
SA -X- _ O
MGA -X- _ O
CHILD -X- _ O
LABORER -X- _ O
SA -X- _ O
NEGOR -X- _ B-LOC
Gipanghingusgan -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Labor -X- _ I-ORG
and -X- _ I-ORG
Employment -X- _ I-ORG
sa -X- _ O
Region -X- _ B-LOC
7 -X- _ I-LOC
ang -X- _ O
pag-monitor -X- _ O
sa -X- _ O
giila -X- _ O
nga -X- _ O
mga -X- _ O
child -X- _ O
laborer -X- _ O
sa -X- _ O
probinsya -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
ug -X- _ O
Siquijor. -X- _ O
Gitaho -X- _ O
sa -X- _ O
DOLE-7 -X- _ B-ORG
nga -X- _ O
ilang -X- _ O
gi-monitor -X- _ O
sugod -X- _ O
niadtong -X- _ O
Mayo -X- _ O
ang -X- _ O
239 -X- _ O
ka -X- _ O
mga -X- _ O
child -X- _ O
laborer -X- _ O
ug -X- _ O
ilang -X- _ O
mga -X- _ O
ginikanan -X- _ O
sa -X- _ O
munisipalidad -X- _ O
sa -X- _ O
Basay -X- _ B-LOC
ug -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
ug -X- _ O
syudad -X- _ O
sa -X- _ O
Bayawan -X- _ B-LOC
ug -X- _ O
Guihulngan. -X- _ B-LOC
Gisubli -X- _ O
nila -X- _ O
nga -X- _ O
kaylap -X- _ O
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
mga -X- _ O
dapit -X- _ O
ang -X- _ O
mga -X- _ O
child -X- _ O
laborer. -X- _ O
Sa -X- _ O
239 -X- _ O
ka -X- _ O
mga -X- _ O
child -X- _ O
laborers -X- _ O
, -X- _ O
104 -X- _ O
ang -X- _ O
gikan -X- _ O
sa -X- _ O
Bayawan -X- _ B-LOC
ug -X- _ O
66 -X- _ O
sa -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
, -X- _ O
samtang -X- _ O
49 -X- _ O
ang -X- _ O
natala -X- _ O
sa -X- _ O
Guihulngan -X- _ B-LOC
ug -X- _ O
20 -X- _ O
sa -X- _ O
Basay. -X- _ B-LOC
Tumong -X- _ O
sa -X- _ O
departamento -X- _ O
nga -X- _ O
makatabang -X- _ O
pagwagtang -X- _ O
sa -X- _ O
insidente -X- _ O
sa -X- _ O
child -X- _ O
labor -X- _ O
sa -X- _ O
tibuok -X- _ O
nasud -X- _ O
pag-abot -X- _ O
sa -X- _ O
2028 -X- _ O
. -X- _ O

Usa -X- _ O
ka -X- _ O
42 -X- _ O
anyos -X- _ O
nga -X- _ O
janitress -X- _ O
sa -X- _ O
Tuguegarao -X- _ B-LOC
City -X- _ I-LOC
ang -X- _ O
mapasigarbuhon -X- _ O
nga -X- _ O
nag-pose -X- _ O
human -X- _ O
sa -X- _ O
iyang -X- _ O
klase -X- _ O
sa -X- _ O
kindergarten. -X- _ O
Mogradwar -X- _ O
si -X- _ O
Remilyn -X- _ B-PER
Dimla -X- _ I-PER
sa -X- _ O
kindergarten -X- _ O
karong -X- _ O
Hulyo -X- _ O
14 -X- _ O
, -X- _ O
2023 -X- _ O
. -X- _ O

ANGAY -X- _ O
NGA -X- _ O
POSTURA -X- _ O
SA -X- _ O
KAMOT -X- _ O
ATOL -X- _ O
SA -X- _ O
PAG-AMPO -X- _ O
SA -X- _ O
'OUR -X- _ O
FATHER -X- _ O
' -X- _ O
SA -X- _ O
MISA -X- _ O
Nagpagawas -X- _ O
og -X- _ O
usa -X- _ O
ka -X- _ O
sulat -X- _ O
ang -X- _ O
Diocese -X- _ B-ORG
of -X- _ I-ORG
Dumaguete -X- _ I-ORG
mahitungod -X- _ O
sa -X- _ O
angay -X- _ O
nga -X- _ O
postura -X- _ O
sa -X- _ O
kamot -X- _ O
atol -X- _ O
sa -X- _ O
pag-ampo -X- _ O
sa -X- _ O
" -X- _ O
Our -X- _ O
Father -X- _ O
" -X- _ O
sa -X- _ O
mga -X- _ O
misa. -X- _ O
Gisubli -X- _ O
sa -X- _ O
obispo -X- _ O
nga -X- _ O
masiguro -X- _ O
niini -X- _ O
ang -X- _ O
klaro -X- _ O
ug -X- _ O
pagkaparehas -X- _ O
nga -X- _ O
posisyon -X- _ O
sa -X- _ O
kamot -X- _ O
atol -X- _ O
sa -X- _ O
misa. -X- _ O
Ang -X- _ O
Circular -X- _ B-OTHER
Letter -X- _ I-OTHER
No. -X- _ I-OTHER
1053-14-2023 -X- _ I-OTHER
, -X- _ O
niepekto -X- _ O
niadtong -X- _ O
Hunyo -X- _ O
16 -X- _ O
, -X- _ O
2023 -X- _ O
. -X- _ O

PULIS -X- _ O
, -X- _ O
GIPADAKOP -X- _ O
ANG -X- _ O
ASAWA -X- _ O
SAMTANG -X- _ O
KAUBAN -X- _ O
ANG -X- _ O
GIINGONG -X- _ O
KABIT -X- _ O
NIINI -X- _ O
SA -X- _ O
BACOLOD -X- _ B-LOC
CITY -X- _ I-LOC
Naabtan -X- _ O
sa -X- _ O
mga -X- _ O
awtoridad -X- _ O
ang -X- _ O
asawa -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
pulis -X- _ O
uban -X- _ O
sa -X- _ O
giingong -X- _ O
kabit -X- _ O
niini -X- _ O
nga -X- _ O
anaa -X- _ O
sa -X- _ O
sulod -X- _ O
sa -X- _ O
kwarto -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
apartment -X- _ O
sa -X- _ O
Barangay -X- _ B-LOC
Singcang-Airport -X- _ I-LOC
sa -X- _ O
Bacolod -X- _ B-LOC
City. -X- _ I-LOC
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
report -X- _ O
, -X- _ O
giingong -X- _ O
gisulod -X- _ O
sa -X- _ O
mga -X- _ O
awtoridad -X- _ O
ang -X- _ O
maong -X- _ O
apartment -X- _ O
sa -X- _ O
dihang -X- _ O
nakompirmar -X- _ O
sa -X- _ O
nagreklamong -X- _ O
pulis -X- _ O
nga -X- _ O
anaa -X- _ O
sa -X- _ O
sulod -X- _ O
ang -X- _ O
iyang -X- _ O
asawa. -X- _ O
Sa -X- _ O
sulod -X- _ O
, -X- _ O
naabtan -X- _ O
ang -X- _ O
asawa -X- _ O
sa -X- _ O
pulis -X- _ O
nga -X- _ O
nakasuot -X- _ O
og -X- _ O
sinina -X- _ O
nga -X- _ O
pangkatulog -X- _ O
samtang -X- _ O
naghubo -X- _ O
ang -X- _ O
lalaki -X- _ O
nga -X- _ O
anaa -X- _ O
sa -X- _ O
higdaanan. -X- _ O
Matud -X- _ O
pa -X- _ O
sa -X- _ O
impormasyon -X- _ O
sa -X- _ O
kapulisan -X- _ O
, -X- _ O
giingong -X- _ O
pila -X- _ O
ra -X- _ O
kaadlaw -X- _ O
nga -X- _ O
giabangan -X- _ O
sa -X- _ O
asawa -X- _ O
ug -X- _ O
maong -X- _ O
lalaki -X- _ O
ang -X- _ O
naasoy -X- _ O
nga -X- _ O
apartment. -X- _ O
Gisubli -X- _ O
sa -X- _ O
asawa -X- _ O
nga -X- _ O
komplikado -X- _ O
ang -X- _ O
relasyon -X- _ O
nila -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
ug -X- _ O
gipasanginlan -X- _ O
nga -X- _ O
aduna -X- _ O
sab -X- _ O
laing -X- _ O
karelasyon -X- _ O
ang -X- _ O
iyang -X- _ O
bana. -X- _ O
Dugang -X- _ O
pa -X- _ O
sa -X- _ O
kapulisan -X- _ O
, -X- _ O
pasakaan -X- _ O
gihapon -X- _ O
og -X- _ O
kasong -X- _ O
adultery -X- _ O
ang -X- _ O
duha -X- _ O
bisan -X- _ O
paman -X- _ O
wala -X- _ O
makita -X- _ O
sa -X- _ O
akto -X- _ O
ang -X- _ O
pakighilawas -X- _ O
niini -X- _ O
. -X- _ O

LALAKI -X- _ O
, -X- _ O
NAPUSILAN -X- _ O
ANG -X- _ O
KAUGALINGON -X- _ O
SAMTANG -X- _ O
NAGDAMGO -X- _ O
NGA -X- _ O
GIKAWATAN -X- _ O
ANG -X- _ O
BALAY -X- _ O
Aksidenteng -X- _ O
napusilan -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
lalaki -X- _ O
sa -X- _ O
Estados -X- _ B-LOC
Unidos -X- _ I-LOC
ang -X- _ O
iyang -X- _ O
kaugalingon -X- _ O
samtang -X- _ O
natulog -X- _ O
niadtong -X- _ O
Abril -X- _ O
10 -X- _ O
, -X- _ O
2023. -X- _ O
Gidamgo -X- _ O
si -X- _ O
Mark -X- _ B-PER
Dicara -X- _ I-PER
, -X- _ O
62 -X- _ O
anyos -X- _ O
, -X- _ O
nga -X- _ O
aduna'y -X- _ O
nisulod -X- _ O
sa -X- _ O
iyang -X- _ O
balay. -X- _ O
Tungod -X- _ O
niini -X- _ O
, -X- _ O
nikuha -X- _ O
siya -X- _ O
og -X- _ O
pusil -X- _ O
ug -X- _ O
aksidenteng -X- _ O
naunay -X- _ O
niini. -X- _ O
Napusilan -X- _ O
ni -X- _ O
Dicara -X- _ B-PER
ang -X- _ O
iyang -X- _ O
batiis -X- _ O
ug -X- _ O
diha -X- _ O
na -X- _ O
siya -X- _ O
nakamata -X- _ O
sa -X- _ O
iyang -X- _ O
damgo. -X- _ O
Dali -X- _ O
sab -X- _ O
siyang -X- _ O
gidala -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
lokal -X- _ O
nga -X- _ O
ospital -X- _ O
aron -X- _ O
matambalan. -X- _ O
Human -X- _ O
sa -X- _ O
maong -X- _ O
insidente -X- _ O
, -X- _ O
mag-atubang -X- _ O
si -X- _ O
Dicara -X- _ B-PER
og -X- _ O
mga -X- _ O
kaso -X- _ O
bahin -X- _ O
sa -X- _ O
ilegal -X- _ O
nga -X- _ O
pagkupot -X- _ O
og -X- _ O
pusil -X- _ O
. -X- _ O

BROWNOUT -X- _ O
NA -X- _ O
PUD. -X- _ O
Sa -X- _ O
ikaduhang -X- _ O
higayon -X- _ O
, -X- _ O
walay -X- _ O
kuryente -X- _ O
na -X- _ O
pud -X- _ O
sa -X- _ O
tibuok -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
ug -X- _ O
sa -X- _ O
mga -X- _ O
kasikbit -X- _ O
nga -X- _ O
lungsod -X- _ O
niini -X- _ O
karong -X- _ O
Huwebes -X- _ O
, -X- _ O
June -X- _ O
15 -X- _ O
, -X- _ O
2023. -X- _ O
Matud -X- _ O
pa -X- _ O
sa -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
, -X- _ O
kini -X- _ O
tungod -X- _ O
sa -X- _ O
pag-trip -X- _ O
off -X- _ O
sa -X- _ O
linya -X- _ O
sa -X- _ O
NGCP -X- _ B-ORG
aron -X- _ O
mabalik -X- _ O
ang -X- _ O
suga -X- _ O
sa -X- _ O
mga -X- _ O
lungsod -X- _ O
sa -X- _ O
Zamboanguita -X- _ B-LOC
ug -X- _ O
Siaton -X- _ B-LOC
. -X- _ O

Walay -X- _ O
kuryente -X- _ O
gihapon -X- _ O
sa -X- _ O
pipila -X- _ O
ka -X- _ O
bahin -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
taliwala -X- _ O
sa -X- _ O
ulan -X- _ O
nga -X- _ O
padayong -X- _ O
nasinati -X- _ O
sa -X- _ O
probinsya -X- _ O
karong -X- _ O
Huwebes -X- _ O
, -X- _ O
June -X- _ O
15 -X- _ O
, -X- _ O
2023. -X- _ O
Ganinang -X- _ O
kaadlawon -X- _ O
, -X- _ O
pakalit -X- _ O
nga -X- _ O
nag-blackout -X- _ O
sa -X- _ O
tibuok -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
ug -X- _ O
sa -X- _ O
mga -X- _ O
kasikbit -X- _ O
nga -X- _ O
lungsod -X- _ O
niini. -X- _ O
Sa -X- _ O
pagkakaron -X- _ O
, -X- _ O
padayong -X- _ O
giayo -X- _ O
ang -X- _ O
linya -X- _ O
sa -X- _ O
kuryente -X- _ O
sa -X- _ O
Dauin -X- _ B-LOC
ngadto -X- _ O
sa -X- _ O
Siaton -X- _ B-LOC
. -X- _ O

Nakadawat -X- _ O
og -X- _ O
standing -X- _ O
ovation -X- _ O
ang -X- _ O
Bisaya -X- _ B-OTHER
singer -X- _ O
nga -X- _ O
si -X- _ O
Roland -X- _ B-PER
" -X- _ I-PER
Bunot -X- _ I-PER
" -X- _ I-PER
Abante -X- _ I-PER
human -X- _ O
kini -X- _ O
nitungtong -X- _ O
sa -X- _ O
entablado -X- _ O
sa -X- _ O
America -X- _ B-ORG
's -X- _ I-ORG
Got -X- _ I-ORG
Talent. -X- _ I-ORG
Nakuha -X- _ O
sab -X- _ O
ni -X- _ O
Bunot -X- _ B-PER
ang -X- _ O
" -X- _ O
yes -X- _ O
" -X- _ O
votes -X- _ O
sa -X- _ O
tanang -X- _ O
mga -X- _ O
hurado -X- _ O
sa -X- _ O
AGT -X- _ B-ORG
nga -X- _ O
sila -X- _ O
si -X- _ O
Howie -X- _ B-PER
Mandel -X- _ I-PER
, -X- _ I-PER
Simon -X- _ B-PER
Cowell -X- _ I-PER
, -X- _ O
Sofia -X- _ B-PER
Vergara -X- _ I-PER
, -X- _ O
ug -X- _ O
Heidi -X- _ B-PER
Klum. -X- _ I-PER
Kini -X- _ O
human -X- _ O
gikanta -X- _ O
sa -X- _ O
lumad -X- _ O
nga -X- _ O
taga-Santander -X- _ B-LOC
, -X- _ O
Cebu -X- _ B-LOC
ang -X- _ O
" -X- _ O
When -X- _ B-OTHER
a -X- _ I-OTHER
Man -X- _ I-OTHER
Loves -X- _ I-OTHER
a -X- _ I-OTHER
Woman -X- _ I-OTHER
" -X- _ I-OTHER
ni -X- _ O
Percy -X- _ B-PER
Sledge -X- _ I-PER
Martes -X- _ O
sa -X- _ O
gabii -X- _ O
, -X- _ O
June -X- _ O
13 -X- _ O
, -X- _ O
2023. -X- _ O
Sa -X- _ O
pakighinabi -X- _ O
sa -X- _ O
mga -X- _ O
hurado -X- _ O
kaniya -X- _ O
, -X- _ O
gibutyag -X- _ O
ni -X- _ O
Bunot -X- _ B-PER
sa -X- _ O
pinulongang -X- _ O
Binisaya -X- _ B-OTHER
nga -X- _ O
siya -X- _ O
usa -X- _ O
ka -X- _ O
mangingisda -X- _ O
ug -X- _ O
driver -X- _ O
sa -X- _ O
habal-habal. -X- _ O
Matuman -X- _ O
lang -X- _ O
kuno -X- _ O
niya -X- _ O
ang -X- _ O
iyang -X- _ O
hilig -X- _ O
sa -X- _ O
pagkanta -X- _ O
pinaagi -X- _ O
sa -X- _ O
mga -X- _ O
videokehan -X- _ O
sa -X- _ O
iyang -X- _ O
silingan. -X- _ O
Human -X- _ O
mapa-wow -X- _ O
ang -X- _ O
mga -X- _ O
hurado -X- _ O
ug -X- _ O
audience -X- _ O
sa -X- _ O
AGT -X- _ B-ORG
, -X- _ O
gilaomang -X- _ O
mopadayon -X- _ O
si -X- _ O
Bunot -X- _ B-PER
sa -X- _ O
sunod -X- _ O
nga -X- _ O
hugna -X- _ O
sa -X- _ O
maong -X- _ O
contest -X- _ O
. -X- _ O

Heads -X- _ O
up -X- _ O
, -X- _ O
beshy -X- _ O
! -X- _ O
Walay -X- _ O
kuryente -X- _ O
karong -X- _ O
Dominggo -X- _ O
, -X- _ O
Hunyo -X- _ O
18 -X- _ O
, -X- _ O
2023 -X- _ O
, -X- _ O
gikan -X- _ O
alas-5:30 -X- _ O
sa -X- _ O
buntag -X- _ O
hangtud -X- _ O
alas-6 -X- _ O
sa -X- _ O
gabii. -X- _ O
Usa -X- _ O
ka -X- _ O
scheduled -X- _ O
power -X- _ O
service -X- _ O
interruption -X- _ O
ang -X- _ O
ipahigayon -X- _ O
sa -X- _ O
National -X- _ B-ORG
Grid -X- _ I-ORG
Corporation -X- _ I-ORG
of -X- _ I-ORG
the -X- _ I-ORG
Philippines -X- _ I-ORG
( -X- _ B-ORG
NGCP -X- _ I-ORG
) -X- _ I-ORG
sa -X- _ O
pipila -X- _ O
ka -X- _ O
dapit -X- _ O
sa -X- _ O
probinsya. -X- _ O
Matud -X- _ O
pa -X- _ O
sa -X- _ O
abiso -X- _ O
sa -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
, -X- _ O
wala'y -X- _ O
suga -X- _ O
gikan -X- _ O
sa -X- _ O
Calo -X- _ B-LOC
, -X- _ I-LOC
San -X- _ I-LOC
Jose -X- _ I-LOC
ug -X- _ O
sa -X- _ O
tibuok -X- _ O
bahin -X- _ O
sa -X- _ O
Amlan -X- _ B-LOC
, -X- _ O
Tanjay -X- _ B-LOC
City -X- _ I-LOC
ug -X- _ O
Pamplona. -X- _ B-LOC
Wala -X- _ O
pu'y -X- _ O
kuryente -X- _ O
sa -X- _ O
lugar -X- _ O
sa -X- _ O
Dobdob -X- _ B-LOC
ug -X- _ O
Calinawan -X- _ B-LOC
sa -X- _ O
Valencia -X- _ B-LOC
ug -X- _ O
Avocado -X- _ B-LOC
sa -X- _ O
Sta. -X- _ B-LOC
Catalina. -X- _ I-LOC
Nipasalig -X- _ O
sab -X- _ O
ang -X- _ O
NGCP -X- _ B-ORG
nga -X- _ O
dalion -X- _ O
pag-ayo -X- _ O
ang -X- _ O
mga -X- _ O
transmission -X- _ O
lines -X- _ O
alang -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
dapit. -X- _ O
| -X- _ O
via -X- _ O
Reynalyn -X- _ B-PER
Labarda -X- _ I-PER
, -X- _ O
correspondent -X- _ O

Gideklarar -X- _ O
sa -X- _ O
Malacañang -X- _ B-ORG
nga -X- _ O
regular -X- _ O
holiday -X- _ O
ang -X- _ O
Miyerkules -X- _ O
, -X- _ O
Hunyo -X- _ O
28 -X- _ O
, -X- _ O
2023 -X- _ O
, -X- _ O
isip -X- _ O
pagsaulog -X- _ O
sa -X- _ O
Eid'l -X- _ B-OTHER
Adha -X- _ I-OTHER
kon -X- _ O
Feast -X- _ B-OTHER
of -X- _ I-OTHER
Sacrifice -X- _ I-OTHER
sa -X- _ O
atong -X- _ O
mga -X- _ O
kaigsuonang -X- _ O
Muslim -X- _ B-OTHER
. -X- _ O

Walay -X- _ O
kuryente -X- _ O
karong -X- _ O
Sabado -X- _ O
, -X- _ O
Hunyo -X- _ O
17 -X- _ O
, -X- _ O
2023 -X- _ O
, -X- _ O
gikan -X- _ O
alas-6 -X- _ O
sa -X- _ O
buntag -X- _ O
hangtud -X- _ O
alas-6 -X- _ O
sa -X- _ O
gabii. -X- _ O
Usa -X- _ O
ka -X- _ O
scheduled -X- _ O
power -X- _ O
service -X- _ O
interruption -X- _ O
ang -X- _ O
himuon -X- _ O
sa -X- _ O
National -X- _ B-LOC
Grid -X- _ I-LOC
Corporation -X- _ I-LOC
of -X- _ I-LOC
the -X- _ I-LOC
Philippines -X- _ I-LOC
( -X- _ I-LOC
NGCP -X- _ I-LOC
) -X- _ I-LOC
sa -X- _ O
pipila -X- _ O
ka -X- _ O
bahin -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental. -X- _ I-LOC
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
abiso -X- _ O
sa -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
, -X- _ O
wala'y -X- _ O
suga -X- _ O
ang -X- _ O
tibuok -X- _ O
bahin -X- _ O
sa -X- _ O
Santa -X- _ B-LOC
Catalina -X- _ I-LOC
, -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC
ug -X- _ O
Basay. -X- _ B-LOC
Wala -X- _ O
pu'y -X- _ O
kuryente -X- _ O
ang -X- _ O
lugar -X- _ O
sa -X- _ O
Calicanan -X- _ B-LOC
ug -X- _ O
Fatima -X- _ B-LOC
sa -X- _ O
Pamplona -X- _ B-LOC
, -X- _ O
ug -X- _ O
Sto. -X- _ B-LOC
Niño -X- _ I-LOC
sa -X- _ O
Tanjay -X- _ B-LOC
City. -X- _ I-LOC
Nipasalig -X- _ O
sab -X- _ O
ang -X- _ O
NGCP -X- _ B-ORG
nga -X- _ O
dalion -X- _ O
niini -X- _ O
pag-ayo -X- _ O
ang -X- _ O
transmission -X- _ O
lines -X- _ O
alang -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
dapit. -X- _ O
| -X- _ O
via -X- _ O
Reynalyn -X- _ B-PER
Labarda -X- _ I-PER
, -X- _ O
correspondent -X- _ O

LA -X- _ B-LOC
LIBERTAD -X- _ I-LOC
, -X- _ O
NAG-APOD-APOD -X- _ O
OG -X- _ O
25KG -X- _ O
NGA -X- _ O
BUGAS -X- _ O
SA -X- _ O
MGA -X- _ O
RESIDENTE -X- _ O
NIINI -X- _ O
NGA -X- _ O
APEKTADO -X- _ O
SA -X- _ O
ASF -X- _ B-OTHER
CRISIS -X- _ O
Nag-apod-apod -X- _ O
ang -X- _ O
LGU -X- _ B-ORG
sa -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
og -X- _ O
25kg -X- _ O
nga -X- _ O
bugas -X- _ O
sa -X- _ O
11,000 -X- _ O
ka -X- _ O
mga -X- _ O
panimalay -X- _ O
nga -X- _ O
sakop -X- _ O
niini. -X- _ O
Gihimo -X- _ O
kini -X- _ O
nga -X- _ O
lakang -X- _ O
aron -X- _ O
mabatukan -X- _ O
ang -X- _ O
dili -X- _ O
maayong -X- _ O
epekto -X- _ O
sa -X- _ O
African -X- _ B-OTHER
Swine -X- _ I-OTHER
Fever -X- _ I-OTHER
( -X- _ I-OTHER
ASF -X- _ I-OTHER
) -X- _ I-OTHER
sa -X- _ O
maong -X- _ O
lungsod. -X- _ O
Gisugdan -X- _ O
niadtong -X- _ O
Hunyo -X- _ O
7 -X- _ O
ang -X- _ O
pagpanghatag -X- _ O
og -X- _ O
ayudang -X- _ O
bugas -X- _ O
sa -X- _ O
unom -X- _ O
ka -X- _ O
mga -X- _ O
coastal -X- _ O
barangay -X- _ O
ug -X- _ O
mosunod -X- _ O
ang -X- _ O
nahibiling -X- _ O
23 -X- _ O
ka -X- _ O
mga -X- _ O
upper -X- _ O
barangay -X- _ O
sa -X- _ O
La -X- _ B-LOC
Libertad. -X- _ I-LOC
Ang -X- _ O
Executive -X- _ B-OTHER
Order -X- _ I-OTHER
No. -X- _ I-OTHER
23 -X- _ I-OTHER
nga -X- _ O
nagdili -X- _ O
