-DOCSTART- -X- O
ka -X- _ O
dakong -X- _ O
sunog -X- _ O
ang -X- _ O
miulbo -X- _ O
sa -X- _ O
sityo -X- _ O
Caduldulan -X- _ B-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Lawaan-3 -X- _ I-LOC
, -X- _ O
alas -X- _ O
6:40 -X- _ O
nadawat -X- _ O
ang -X- _ O
alarma -X- _ O
samtang -X- _ O
alas -X- _ O
8:30 -X- _ O
hingpit -X- _ O
nga -X- _ O
napawong -X- _ O
ang -X- _ O
kayo -X- _ O
. -X- _ O

Ang -X- _ O
giingong -X- _ O
paggamit -X- _ O
og -X- _ O
butane -X- _ O
maoy -X- _ O
gitumbok -X- _ O
nga -X- _ O
hinungdan -X- _ O
sa -X- _ O
sunog -X- _ O
apan -X- _ O
ang -X- _ O
kabomebrohan -X- _ O
sa -X- _ O
Tlaisay -X- _ B-LOC
padayon -X- _ O
pa -X- _ O
sa -X- _ O
ilang -X- _ O
gihimong -X- _ O
inbestigasyon -X- _ O
. -X- _ O

Gibana-bana -X- _ O
nga -X- _ O
mokabat -X- _ O
sa -X- _ O
400 -X- _ O
mil -X- _ O
pesos -X- _ O
ang -X- _ O
gibilin -X- _ O
nga -X- _ O
danyos -X- _ O
sa -X- _ O
sunog -X- _ O
. -X- _ O

Si -X- _ O
Felipa -X- _ B-PER
Solana -X- _ I-PER
ang -X- _ O
pangulo -X- _ O
sa -X- _ O
City -X- _ B-ORG
Social -X- _ I-ORG
Welfare -X- _ I-ORG
and -X- _ I-ORG
Services -X- _ I-ORG
miingon -X- _ O
nga -X- _ O
nga -X- _ O
base -X- _ O
sa -X- _ O
labing -X- _ O
uwahi -X- _ O
nilang -X- _ O
record -X- _ O
adunay -X- _ O
96 -X- _ O
ka -X- _ O
pamilya -X- _ O
kon -X- _ O
384 -X- _ O
ka -X- _ O
mga -X- _ O
individual -X- _ O
. -X- _ O

Samtang -X- _ O
, -X- _ O
80 -X- _ O
ang -X- _ O
maoy -X- _ O
tag-iya -X- _ O
sa -X- _ O
mga -X- _ O
balay -X- _ O
15 -X- _ O
ang -X- _ O
nag-abang -X- _ O
ug -X- _ O
adunay -X- _ O
87 -X- _ O
ang -X- _ O
hingpitng -X- _ O
nga -X- _ O
nangaugdaw -X- _ O
ug -X- _ O
9 -X- _ O
ka -X- _ O
mga -X- _ O
balay -X- _ O
ang -X- _ O
naapektohan -X- _ O
lang -X- _ O
og -X- _ O
gamay -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
Solana -X- _ B-PER
nga -X- _ O
ang -X- _ O
kagamhanan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
mohatag -X- _ O
og -X- _ O
tag -X- _ O
P10 -X- _ O
mil -X- _ O
alang -X- _ O
niadtong -X- _ O
mga -X- _ O
tag-iya -X- _ O
sa -X- _ O
balay -X- _ O
, -X- _ O
samtang -X- _ O
kadtong -X- _ O
nag-abang -X- _ O
ug -X- _ O
hingpit -X- _ O
nga -X- _ O
naugdaw -X- _ O
ang -X- _ O
ilang -X- _ O
balay -X- _ O
tag -X- _ O
P5 -X- _ O
mil -X- _ O
. -X- _ O

Iya -X- _ O
usab -X- _ O
nga -X- _ O
gibutyag -X- _ O
nga -X- _ O
ang -X- _ O
luna -X- _ O
nga -X- _ O
nasunog -X- _ O
gipanag-iya -X- _ O
sa -X- _ O
prebaong -X- _ O
tawo -X- _ O
adunay -X- _ O
pipila -X- _ O
niini -X- _ O
nga -X- _ O
nagbayad -X- _ O
sa -X- _ O
yuta -X- _ O
apan -X- _ O
uban -X- _ O
nga -X- _ O
wala -X- _ O
kadudahan -X- _ O
pa -X- _ O
kon -X- _ O
makabalik -X- _ O
ba -X- _ O
kining -X- _ O
tukod -X- _ O
. -X- _ O

Hinuon -X- _ O
sa -X- _ O
pagkakaron -X- _ O
, -X- _ O
ang -X- _ O
mga -X- _ O
nabiktima -X- _ O
sa -X- _ O
sunog -X- _ O
kasamtangan -X- _ O
karong -X- _ O
nagbutang -X- _ O
og -X- _ O
tent -X- _ O
sa -X- _ O
lugar -X- _ O
samtang -X- _ O
nahatagan -X- _ O
na -X- _ O
kining -X- _ O
pasiunang -X- _ O
tabang -X- _ O
sama -X- _ O
sa -X- _ O
mga -X- _ O
pagka-on -X- _ O
. -X- _ O

Si -X- _ O
Mayor -X- _ O
Eduardo -X- _ B-PER
Gullas -X- _ I-PER
ug -X- _ O
Kongresista -X- _ O
Samsam -X- _ B-PER
Gullas -X- _ I-PER
personal -X- _ O
nga -X- _ O
nga -X- _ O
mibisita -X- _ O
sa -X- _ O
lugar -X- _ O
aron -X- _ O
mohatag -X- _ O
og -X- _ O
tabang -X- _ O
. -X- _ O

Makubra -X- _ O
na -X- _ O
ang -X- _ O
libuan -X- _ O
ka -X- _ O
Cebu -X- _ B-LOC
City -X- _ I-LOC
scholars -X- _ O
sa -X- _ O
ilang -X- _ O
transportation -X- _ O
allowance -X- _ O
kin­sa -X- _ O
nagpuyo -X- _ O
gikan -X- _ O
sa -X- _ O
mga -X- _ O
bu­k­irang -X- _ O
barangay -X- _ O
ning -X- _ O
dakbayan -X- _ O
. -X- _ O

Si -X- _ O
Mayor -X- _ O
Tomas -X- _ B-PER
Osmeña -X- _ I-PER
, -X- _ O
kinsa -X- _ O
tua -X- _ O
sa -X- _ O
Estados -X- _ B-LOC
Unidos -X- _ I-LOC
, -X- _ O
nianunsyo -X- _ O
nga -X- _ O
karong -X- _ O
Dis­yembre -X- _ O
28 -X- _ O
, -X- _ O
ilang -X- _ O
makubra -X- _ O
ang -X- _ O
binuwan -X- _ O
nga -X- _ O
allowance -X- _ O
gikan -X- _ O
sa -X- _ O
city -X- _ O
government -X- _ O
. -X- _ O

Ang -X- _ O
city -X- _ O
scholars -X- _ O
kon -X- _ O
mga -X- _ O
tinun-an -X- _ O
nga -X- _ O
ni-graduate -X- _ O
sa -X- _ O
public -X- _ O
high -X- _ O
school -X- _ O
nga -X- _ O
karon -X- _ O
nag-eskuwela -X- _ O
na -X- _ O
sa -X- _ O
lainlaing -X- _ O
unibersidad -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
ug -X- _ O
nagpuyo -X- _ O
sa -X- _ O
mountain -X- _ O
barangay -X- _ O
adunay -X- _ O
allowance -X- _ O
gikan -X- _ O
sa -X- _ O
siyudad -X- _ O
gawas -X- _ O
. -X- _ O

Ang -X- _ O
mga -X- _ O
city -X- _ O
scholar -X- _ O
giawhag -X- _ O
sa -X- _ O
pagpakigtambayayong -X- _ O
ngadto -X- _ O
sa -X- _ O
mga -X- _ O
Barangay -X- _ O
Mayor’s -X- _ O
Officer -X- _ O
sa -X- _ O
bukirang -X- _ O
barangay -X- _ O
sanglit -X- _ O
sagad -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
kapitan -X- _ O
dili -X- _ O
kaalyado -X- _ O
sa -X- _ O
administrasyon -X- _ O
. -X- _ O

Si -X- _ O
City -X- _ O
Treasurer -X- _ O
Veronica -X- _ B-PER
Morelos -X- _ I-PER
nagkanayon -X- _ O
nga -X- _ O
sa -X- _ O
niaging -X- _ O
semana -X- _ O
giatiman -X- _ O
na -X- _ O
nila -X- _ O
ang -X- _ O
payroll -X- _ O
ug -X- _ O
aduna -X- _ O
nay -X- _ O
kwarta -X- _ O
nga -X- _ O
gitagana -X- _ O
para -X- _ O
sa -X- _ O
pag-apud-apod -X- _ O
niini -X- _ O
ugmang -X- _ O
adlawa -X- _ O
. -X- _ O

Naukay -X- _ O
ang -X- _ O
mga -X- _ O
nag-shopping -X- _ O
sa -X- _ O
mall -X- _ O
human -X- _ O
nga -X- _ O
kalit -X- _ O
lang -X- _ O
nga -X- _ O
nilagobo -X- _ O
ang -X- _ O
ground -X- _ O
floor -X- _ O
ug -X- _ O
sa -X- _ O
ilang -X- _ O
pagsusi -X- _ O
, -X- _ O
tawo -X- _ O
kini -X- _ O
. -X- _ O

Dali -X- _ O
nga -X- _ O
gitabang -X- _ O
sa -X- _ O
security -X- _ O
personnel -X- _ O
ang -X- _ O
biktima -X- _ O
ug -X- _ O
gidala -X- _ O
sa -X- _ O
Chong -X- _ B-LOC
Hua -X- _ I-LOC
Hospital -X- _ I-LOC
sa -X- _ O
North -X- _ I-LOC
Reclamation -X- _ I-LOC
Area -X- _ I-LOC
. -X- _ O

Ang -X- _ O
hepe -X- _ O
sa -X- _ O
Mabolo -X- _ B-ORG
police -X- _ I-ORG
station -X- _ I-ORG
Chief -X- _ O
Insp. -X- _ O
Clark -X- _ B-PER
Suarez -X- _ I-PER
Arriola -X- _ I-PER
nangunay -X- _ O
sa -X- _ O
pagsusi -X- _ O
sa -X- _ O
crime -X- _ O
scene -X- _ O
n­itug-an -X- _ O
nga -X- _ O
ang -X- _ O
biktima -X- _ O
giila -X- _ O
nga -X- _ O
si -X- _ O
Rodrigo -X- _ B-PER
Delos -X- _ I-PER
Santos -X- _ I-PER
Maglasang -X- _ I-PER
, -X- _ O
45 -X- _ O
, -X- _ O
ulitawo -X- _ O
, -X- _ O
engineer -X- _ O
, -X- _ O
taga -X- _ O
Palompon -X- _ B-LOC
, -X- _ I-LOC
Leyte -X- _ I-LOC
, -X- _ O
apan -X- _ O
naa -X- _ O
nag -X- _ O
trabaho -X- _ O
sa -X- _ O
Commission -X- _ B-ORG
on -X- _ I-ORG
Elections -X- _ I-ORG
sa -X- _ O
Tuburan -X- _ B-LOC
isip -X- _ O
election -X- _ O
assistant -X- _ O
. -X- _ O

Gidugang -X- _ O
ni -X- _ O
Arriola -X- _ B-PER
nga -X- _ O
nagpadayon -X- _ O
pa -X- _ O
ang -X- _ O
ilang -X- _ O
imbestigasyon -X- _ O
kon -X- _ O
unsay -X- _ O
hinungdan -X- _ O
nga -X- _ O
miambak -X- _ O
si -X- _ O
Maglasang -X- _ B-PER
. -X- _ O

Ipahigayon -X- _ O
karong -X- _ O
adlaw -X- _ O
nga -X- _ O
Huwebes -X- _ O
ang -X- _ O
public -X- _ O
bidding -X- _ O
sa -X- _ O
P150 -X- _ O
milyones -X- _ O
para -X- _ O
sa -X- _ O
paghakot -X- _ O
sa -X- _ O
libuan -X- _ O
ka -X- _ O
toneladang -X- _ O
basura -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
sa -X- _ O
mosunod -X- _ O
nga -X- _ O
unom -X- _ O
ka -X- _ O
buwan -X- _ O
. -X- _ O

Ang -X- _ O
kontrata -X- _ O
sa -X- _ O
Jomara -X- _ B-ORG
Konstruckt -X- _ I-ORG
Corporation -X- _ I-ORG
kinsa -X- _ O
maoy -X- _ O
service -X- _ O
provider -X- _ O
gikan -X- _ O
niadtong -X- _ O
buwan -X- _ O
sa -X- _ O
Agusto -X- _ O
gikatakdang -X- _ O
mapupos -X- _ O
karong -X- _ O
Disyembre -X- _ O
31 -X- _ O
diin -X- _ O
ang -X- _ O
City -X- _ O
Government -X- _ O
nagbayad -X- _ O
og -X- _ O
tag -X- _ O
P1,296 -X- _ O
matag -X- _ O
1,000 -X- _ O
ka -X- _ O
kilong -X- _ O
basura -X- _ O
. -X- _ O

Atol -X- _ O
unya -X- _ O
sa -X- _ O
bidding -X- _ O
proper -X- _ O
, -X- _ O
ang -X- _ O
adunay -X- _ O
labing -X- _ O
ubos -X- _ O
nga -X- _ O
bid -X- _ O
sa -X- _ O
tulo -X- _ O
ka -X- _ O
service -X- _ O
provider -X- _ O
maoy -X- _ O
madeklara -X- _ O
nga -X- _ O
mananaog -X- _ O
ug -X- _ O
hayag -X- _ O
na -X- _ O
ang -X- _ O
kahigayonan -X- _ O
nga -X- _ O
sila -X- _ O
ang -X- _ O
makakuha -X- _ O
sa -X- _ O
kontrata -X- _ O
sanglit -X- _ O
human -X- _ O
sa -X- _ O
bidding -X- _ O
isunod -X- _ O
dayon -X- _ O
sa -X- _ O
technical -X- _ O
working -X- _ O
group -X- _ O
ang -X- _ O
post -X- _ O
qualification -X- _ O
. -X- _ O

Sa -X- _ O
niaging -X- _ O
mga -X- _ O
kontrata -X- _ O
sa -X- _ O
paghakot -X- _ O
sa -X- _ O
basura -X- _ O
, -X- _ O
ang -X- _ O
Jomara -X- _ B-ORG
ug -X- _ O
ang -X- _ O
Pamocor -X- _ B-ORG
nagpulipuli -X- _ O
og -X- _ O
daog -X- _ O
sa -X- _ O
bidding -X- _ O
sanglit -X- _ O
sila -X- _ O
ra -X- _ O
ang -X- _ O
klaro -X- _ O
nga -X- _ O
service -X- _ O
provider -X- _ O
nga -X- _ O
nipalit -X- _ O
og -X- _ O
bid -X- _ O
documents -X- _ O
apan -X- _ O
niining -X- _ O
bahin -X- _ O
tulo -X- _ O
na -X- _ O
sila -X- _ O
ang -X- _ O
magpaubsanay -X- _ O
sa -X- _ O
presyo -X- _ O
. -X- _ O

Aron -X- _ O
masiguro -X- _ O
sa -X- _ O
mga -X- _ O
pi­niriso -X- _ O
ingon -X- _ O
man -X- _ O
sa -X- _ O
publiko -X- _ O
nga -X- _ O
wa’y -X- _ O
recycled -X- _ O
nga -X- _ O
ma­hitabo -X- _ O
sa -X- _ O
mga -X- _ O
nakolekta -X- _ O
nila -X- _ O
nga -X- _ O
kontrabando -X- _ O
, -X- _ O
gipakita -X- _ O
ni -X- _ O
Rubio -X- _ B-PER
sa -X- _ O
mga -X- _ O
tigbalita -X- _ O
nga -X- _ O
ilahang -X- _ O
gisunog -X- _ O
ingon -X- _ O
man -X- _ O
giguba -X- _ O
ang -X- _ O
mga -X- _ O
nakuha -X- _ O
nila -X- _ O
nga -X- _ O
mga -X- _ O
kontrabando -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
Rubio -X- _ B-PER
nga -X- _ O
80 -X- _ O
porsyento -X- _ O
sa -X- _ O
maong -X- _ O
kontabando -X- _ O
gipanglabay -X- _ O
kini -X- _ O
gikan -X- _ O
sa -X- _ O
Operation -X- _ O
Second -X- _ O
chance -X- _ O
nga -X- _ O
pasilidad -X- _ O
diin -X- _ O
mga -X- _ O
bata -X- _ O
ang -X- _ O
gisugo -X- _ O
sa -X- _ O
paglabay -X- _ O
niini -X- _ O
. -X- _ O

Samtang -X- _ O
ang -X- _ O
laing -X- _ O
20 -X- _ O
porsyento -X- _ O
mao -X- _ O
kini -X- _ O
ang -X- _ O
gisuwayan -X- _ O
pagpasulod -X- _ O
sa -X- _ O
mga -X- _ O
bisita -X- _ O
sa -X- _ O
prisohan -X- _ O
. -X- _ O

Dugang -X- _ O
ni -X- _ O
Rubio -X- _ B-PER
nga -X- _ O
kasagaran -X- _ O
sa -X- _ O
mga -X- _ O
kontrabando -X- _ O
mga -X- _ O
sigarilyo -X- _ O
diin -X- _ O
niabot -X- _ O
sa -X- _ O
kapin -X- _ O
500 -X- _ O
ka -X- _ O
mga -X- _ O
pakete -X- _ O
, -X- _ O
14 -X- _ O
ka -X- _ O
mga -X- _ O
cell -X- _ O
phones -X- _ O
, -X- _ O
chargers -X- _ O
ug -X- _ O
uban -X- _ O
pa -X- _ O
. -X- _ O

Subay -X- _ O
sa -X- _ O
ilang -X- _ O
hugot -X- _ O
nga -X- _ O
seguridad -X- _ O
sa -X- _ O
maong -X- _ O
prisohan -X- _ O
, -X- _ O
14 -X- _ O
na -X- _ O
usab -X- _ O
ka -X- _ O
mga -X- _ O
bisita -X- _ O
ang -X- _ O
ilan -X- _ O
gi-ban -X- _ O
aron -X- _ O
di -X- _ O
na -X- _ O
ni -X- _ O
makapalusot -X- _ O
ingon -X- _ O
man -X- _ O
makasulod -X- _ O
sa -X- _ O
maong -X- _ O
pasilidad -X- _ O
. -X- _ O

Sa -X- _ O
ilang -X- _ O
nakuha -X- _ O
, -X- _ O
way -X- _ O
bisan -X- _ O
usa -X- _ O
nga -X- _ O
drugas -X- _ O
niini -X- _ O
. -X- _ O

Karong -X- _ O
adlawa -X- _ O
ang -X- _ O
open -X- _ O
house -X- _ O
sa -X- _ O
CCJ -X- _ B-ORG
diin -X- _ O
gilauman -X- _ O
ang -X- _ O
pagdagsa -X- _ O
sa -X- _ O
tawo -X- _ O
alang -X- _ O
na -X- _ O
usab -X- _ O
sa -X- _ O
paghatag -X- _ O
og -X- _ O
kahigayonan -X- _ O
nga -X- _ O
makabisita -X- _ O
ang -X- _ O
ilang -X- _ O
pamilya -X- _ O
sa -X- _ O
mga -X- _ O
piniriso -X- _ O
. -X- _ O

Dugang -X- _ O
ni -X- _ O
Rubio -X- _ B-PER
nga -X- _ O
wa -X- _ O
siya’y -X- _ O
tawo -X- _ O
nga -X- _ O
gipa-break -X- _ O
o -X- _ O
gipabakasyon -X- _ O
aron -X- _ O
masiguro -X- _ O
nga -X- _ O
magpabilin -X- _ O
ang -X- _ O
seguridad -X- _ O
sa -X- _ O
maong -X- _ O
pasilidad -X- _ O
. -X- _ O

Human -X- _ O
hingpit -X- _ O
na -X- _ O
nga -X- _ O
mahibalik -X- _ O
ang -X- _ O
biyahe -X- _ O
sa -X- _ O
bus -X- _ O
sa -X- _ O
Cebu -X- _ B-LOC
South -X- _ I-LOC
Bus -X- _ I-LOC
Terminal -X- _ I-LOC
, -X- _ O
possible -X- _ O
nga -X- _ O
magnihit -X- _ O
kini -X- _ O
karong -X- _ O
adlawa -X- _ O
hilabi -X- _ O
na -X- _ O
nga -X- _ O
ang -X- _ O
mga -X- _ O
driver -X- _ O
moseleb­rar -X- _ O
usab -X- _ O
og -X- _ O
pasko -X- _ O
sa -X- _ O
tagsa-tagsa -X- _ O
nila -X- _ O
ka -X- _ O
mga -X- _ O
pamilya -X- _ O
. -X- _ O

Bisan -X- _ O
og -X- _ O
hingpit -X- _ O
nga -X- _ O
nahibalik -X- _ O
ang -X- _ O
mga -X- _ O
biyahe -X- _ O
paingon -X- _ O
sa -X- _ O
habagatang -X- _ O
Sugbo -X- _ B-LOC
. -X- _ O

Dugang -X- _ O
niya -X- _ O
nga -X- _ O
way -X- _ O
pro­blema -X- _ O
ang -X- _ O
biyahe -X- _ O
gikan -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
paingon -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
apan -X- _ O
ang -X- _ O
Dumaguete -X- _ B-LOC
paingon -X- _ O
sa -X- _ O
Dapitan -X- _ B-LOC
, -X- _ O
wala -X- _ O
pa -X- _ O
higpit -X- _ O
nahibalik -X- _ O
human -X- _ O
ubos -X- _ O
pa -X- _ O
sa -X- _ O
Signal -X- _ O
No. -X- _ O
1 -X- _ O
ang -X- _ O
Zamboanga -X- _ B-LOC
atol -X- _ O
sa -X- _ O
pakighinabi -X- _ O
niini -X- _ O
sa -X- _ O
tigbalita -X- _ O
kagahapon -X- _ O
. -X- _ O

Hinuon -X- _ O
, -X- _ O
aduna’y -X- _ O
mga -X- _ O
pasa­hero -X- _ O
nga -X- _ O
nibiyahe -X- _ O
na -X- _ O
paingon -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
aron -X- _ O
didto -X- _ O
nav­lang -X- _ O
maghuwat -X- _ O
paingon -X- _ O
sa -X- _ O
Da­pitan -X- _ B-LOC
, -X- _ I-LOC
Zamboanga -X- _ I-LOC
del -X- _ I-LOC
Norte -X- _ I-LOC
. -X- _ O

Lakip -X- _ O
sa -X- _ O
nahibalik -X- _ O
na -X- _ O
nga -X- _ O
biyahe -X- _ O
ang -X- _ O
paingon -X- _ O
sa -X- _ O
Bacolod -X- _ B-LOC
ug -X- _ O
Guihulngan -X- _ B-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
diin -X- _ O
manukad -X- _ O
kini -X- _ O
sa -X- _ O
Tangil -X- _ B-ORG
Wharf -X- _ I-ORG
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Dumanjug -X- _ B-LOC
. -X- _ O

Kagahapon -X- _ O
nidagsa -X- _ O
na -X- _ O
ang -X- _ O
mga -X- _ O
pasahero -X- _ O
ug -X- _ O
nipahimang­no -X- _ O
si -X- _ O
Tumulak -X- _ B-PER
sa -X- _ O
mga -X- _ O
nagpla­no -X- _ O
pa -X- _ O
nga -X- _ O
mobiyahe -X- _ O
ka­rong -X- _ O
adlawa -X- _ O
nga -X- _ O
dili -X- _ O
magdala -X- _ O
og -X- _ O
daghang -X- _ O
bagahe -X- _ O
nga -X- _ O
di -X- _ O
kinahanglanon -X- _ O
. -X- _ O

Hilabina -X- _ O
sa -X- _ O
mga -X- _ O
butang -X- _ O
nga -X- _ O
di -X- _ O
pwe­­­de -X- _ O
isulod -X- _ O
sa -X- _ O
terminal -X- _ O
ug -X- _ O
sa -X- _ O
bus -X- _ O
, -X- _ O
naglakip -X- _ O
sa -X- _ O
pabuto -X- _ O
, -X- _ O
kemikal -X- _ O
, -X- _ O
hinagiban -X- _ O
, -X- _ O
pintal -X- _ O
ug -X- _ O
uban -X- _ O
pa -X- _ O
. -X- _ O

Ang -X- _ O
puti -X- _ O
nga -X- _ O
van -X- _ O
nga -X- _ O
duha -X- _ O
pa -X- _ O
lang -X- _ O
ka -X- _ O
buwan -X- _ O
sukad -X- _ O
napa­­lit -X- _ O
, -X- _ O
gipanag-iya -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
Rex -X- _ B-PER
Sal­­gariño -X- _ I-PER
base -X- _ O
sa -X- _ O
resibo -X- _ O
nga -X- _ O
gi­­pakita -X- _ O
ni -X- _ O
Rosito -X- _ B-PER
Paquiao -X- _ I-PER
, -X- _ O
ang -X- _ O
dray­­­ber -X- _ O
sa -X- _ O
van -X- _ O
, -X- _ O
nga -X- _ O
giisyuhan -X- _ O
og -X- _ O
Inspection -X- _ O
Report -X- _ O
Summo -X- _ O
( -X- _ O
IRS -X- _ O
) -X- _ O
sa -X- _ O
mga -X- _ O
tinugyanan -X- _ O
sa -X- _ O
LTFRB -X- _ B-ORG
7 -X- _ I-ORG
. -X- _ O

Matod -X- _ O
ni -X- _ O
Cuizon -X- _ B-PER
, -X- _ O
moabot -X- _ O
sa -X- _ O
P200,000 -X- _ O
ang -X- _ O
multa -X- _ O
sa -X- _ O
masakpan -X- _ O
nga -X- _ O
colorum -X- _ O
van -X- _ O
ug -X- _ O
kini -X- _ O
maadto -X- _ O
sa -X- _ O
ilang -X- _ O
buhatan -X- _ O
. -X- _ O

Gisumbalik -X- _ O
og -X- _ O
reklamo -X- _ O
sa -X- _ O
singer-negosyante -X- _ O
ug -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
ang -X- _ O
ilang -X- _ O
kanhi -X- _ O
employer -X- _ O
nga -X- _ O
nipasangil -X- _ O
nila -X- _ O
nga -X- _ O
nangilad -X- _ O
sa -X- _ O
gipalit -X- _ O
nga -X- _ O
P2.5 -X- _ O
milyones -X- _ O
nga -X- _ O
townhouse -X- _ O
niadtong -X- _ O
2016 -X- _ O
. -X- _ O

Si -X- _ O
Eva -X- _ B-PER
Delos -X- _ I-PER
Santos -X- _ I-PER
ug -X- _ O
ang -X- _ O
iyang -X- _ O
bana -X- _ O
nga -X- _ O
si -X- _ O
Ruben -X- _ B-PER
David -X- _ I-PER
, -X- _ O
nipasaka -X- _ O
og -X- _ O
reklamong -X- _ O
libel -X- _ O
sa -X- _ O
Cebu -X- _ B-LOC
City -X- _ I-LOC
Prosecutors -X- _ I-LOC
Office -X- _ I-LOC
nga -X- _ O
nag-akusar -X- _ O
ni -X- _ O
Prisca -X- _ B-PER
Niña -X- _ I-PER
Mabatid -X- _ I-PER
, -X- _ O
tag-iya -X- _ O
sa -X- _ O
Pinoy -X- _ B-ORG
Care -X- _ I-ORG
Visa -X- _ I-ORG
Center -X- _ I-ORG
, -X- _ O
nga -X- _ O
nidaot -X- _ O
sa -X- _ O
ilang -X- _ O
reputasyon -X- _ O
pinaagi -X- _ O
sa -X- _ O
live -X- _ O
interview -X- _ O
sa -X- _ O
Facebook -X- _ B-OTHER
ug -X- _ O
sa -X- _ O
napublikar -X- _ O
sa -X- _ O
mga -X- _ O
pamantalaan -X- _ O
niadtong -X- _ O
Disyembre -X- _ O
21 -X- _ O
, -X- _ O
2017 -X- _ O
. -X- _ O

Ang -X- _ O
magtiayon -X- _ O
nitumbok -X- _ O
nga -X- _ O
nasayod -X- _ O
nang -X- _ O
daan -X- _ O
si -X- _ O
Ma­batid -X- _ B-PER
nga -X- _ O
naka-loan -X- _ O
sa -X- _ O
Me­trobank -X- _ B-ORG
ang -X- _ O
townhouse -X- _ O
sa -X- _ O
wala -X- _ O
pa -X- _ O
kini -X- _ O
gibaligya -X- _ O
ngadto -X- _ O
niya -X- _ O
ug -X- _ O
niuyon -X- _ O
kini -X- _ O
nga -X- _ O
maoy -X- _ O
mopadayon -X- _ O
sa -X- _ O
nahabilin -X- _ O
nga -X- _ O
balanse -X- _ O
sa -X- _ O
mortgage -X- _ O
nga -X- _ O
P1.9 -X- _ O
milyones -X- _ O
. -X- _ O

Sila -X- _ O
nidugang -X- _ O
nga -X- _ O
bakak -X- _ O
usab -X- _ O
ang -X- _ O
pasangil -X- _ O
ni -X- _ O
Mabatid -X- _ B-PER
nga -X- _ O
gibaligya -X- _ O
ngadto -X- _ O
sa -X- _ O
laing -X- _ O
tawo -X- _ O
ang -X- _ O
townhouse -X- _ O
. -X- _ O

Si -X- _ O
Eva -X- _ B-PER
nihilak -X- _ O
samtang -X- _ O
nagbasa -X- _ O
sa -X- _ O
ilang -X- _ O
pamahayag -X- _ O
sa -X- _ O
gipatawag -X- _ O
nga -X- _ O
press -X- _ O
conference -X- _ O
kagahapon -X- _ O
kuyog -X- _ O
ang -X- _ O
ilang -X- _ O
tu­lo -X- _ O
ka -X- _ O
mga -X- _ O
anak -X- _ O
nga -X- _ O
sila -X- _ O
si -X- _ O
Moni­que -X- _ B-PER
, -X- _ O
Ana -X- _ B-PER
ug -X- _ O
James -X- _ B-PER
Carlos -X- _ I-PER
ug -X- _ O
sa -X- _ O
ilang -X- _ O
duha -X- _ O
ka -X- _ O
mga -X- _ O
lawyer -X- _ O
nga -X- _ O
sila -X- _ O
si -X- _ O
Atty. -X- _ O
Daniel -X- _ B-PER
Francis -X- _ I-PER
Arguedo -X- _ I-PER
ug -X- _ O
Atty. -X- _ O
Patrick -X- _ B-PER
Gallito -X- _ I-PER
. -X- _ O

Siya -X- _ O
nipasangil -X- _ O
nga -X- _ O
napalit -X- _ O
niya -X- _ O
ang -X- _ O
townhouse -X- _ O
gikan -X- _ O
sa -X- _ O
magtiayong -X- _ O
Delos -X- _ B-PER
Santos -X- _ I-PER
ug -X- _ O
nibayad -X- _ O
kini -X- _ O
og -X- _ O
P2.5 -X- _ O
milyones -X- _ O
niadtong -X- _ O
Hunyo -X- _ O
7 -X- _ O
, -X- _ O
2016 -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
Mabatid -X- _ B-PER
nga -X- _ O
gipalit -X- _ O
niya -X- _ O
ang -X- _ O
townhouse -X- _ O
gikan -X- _ O
kang -X- _ O
Eva -X- _ B-PER
aron -X- _ O
tabangan -X- _ O
kini -X- _ O
tungod -X- _ O
kay -X- _ O
giingong -X- _ O
naglisod -X- _ O
kini -X- _ O
sa -X- _ O
panalapi -X- _ O
. -X- _ O

Apan -X- _ O
ang -X- _ O
magtiayon -X- _ O
nisumbalik -X- _ O
nga -X- _ O
wala -X- _ O
na -X- _ O
magbayad -X- _ O
sa -X- _ O
iyang -X- _ O
binuwan -X- _ O
nga -X- _ O
amortization -X- _ O
sa -X- _ O
banko -X- _ O
si -X- _ O
Mabatid -X- _ B-PER
sukad -X- _ O
niadtong -X- _ O
Hulyo -X- _ O
ning -X- _ O
