-DOCSTART- -X- O
inspite -X- _ O
sa -X- _ O
among -X- _ O
nakita. -X- _ O
Nangeta -X- _ O
mig -X- _ O
laing -X- _ O
stall -X- _ O
, -X- _ O
so -X- _ O
ddto -X- _ O
nasab -X- _ O
mi -X- _ O
, -X- _ O
BTW -X- _ O
tag -X- _ O
35 -X- _ O
diay -X- _ O
to -X- _ O
ilang -X- _ O
GINABOT. -X- _ O
Unya -X- _ O
sa -X- _ O
2nd -X- _ O
attempt -X- _ O
namo -X- _ O
na -X- _ O
mo -X- _ O
order -X- _ O
ug -X- _ O
GINABOT -X- _ O
tag -X- _ O
35 -X- _ O
gihapon -X- _ O
, -X- _ O
PASTILAN -X- _ O
! -X- _ O
! -X- _ O
! -X- _ O
Tua -X- _ O
naman -X- _ O
say -X- _ O
LAGONG -X- _ O
, -X- _ O
ga -X- _ O
kiss -X- _ O
kiss -X- _ O
sa -X- _ O
GINABOT. -X- _ O
Maoto -X- _ O
wa -X- _ O
nalang -X- _ O
ko -X- _ O
namuyag -X- _ O
sa -X- _ O
ga -X- _ O
bantay -X- _ O
ky -X- _ O
naa -X- _ O
raba -X- _ O
syay -X- _ O
laing -X- _ O
costumer -X- _ O
, -X- _ O
basin -X- _ O
unyag -X- _ O
lainon -X- _ O
niyag -X- _ O
sabot. -X- _ O
So -X- _ O
wa -X- _ O
mi -X- _ O
nidayun -X- _ O
, -X- _ O
manguli -X- _ O
na -X- _ O
unta -X- _ O
mi. -X- _ O
Pero -X- _ O
ky -X- _ O
sayang -X- _ O
manpud -X- _ O
, -X- _ O
naa -X- _ O
na -X- _ O
mis -X- _ O
area -X- _ O
unya -X- _ O
d -X- _ O
mi -X- _ O
kakaog -X- _ O
GINABOT -X- _ O
so -X- _ O
nangeta -X- _ O
nasab -X- _ O
mig -X- _ O
laing -X- _ O
stall. -X- _ O
And -X- _ O
napunta -X- _ O
mi -X- _ O
sa -X- _ O
tag -X- _ O
50 -X- _ O
, -X- _ O
ug -X- _ O
THANKS -X- _ O
G -X- _ O
WALAY -X- _ O
LAGONG. -X- _ O
Ga -X- _ O
joke-kay -X- _ O
pa -X- _ O
mi -X- _ O
na -X- _ O
" -X- _ O
d -X- _ O
lagi -X- _ O
ta -X- _ O
papaliton -X- _ O
sa -X- _ O
tag -X- _ O
35 -X- _ O
ky -X- _ O
naay -X- _ O
libreng -X- _ O
LAGONG -X- _ O
diria -X- _ O
lagi -X- _ O
ta -X- _ O
sa -X- _ O
tag -X- _ O
50 -X- _ O
ky -X- _ O
wala. -X- _ O
" -X- _ O
" -X- _ O
Wala -X- _ O
lang -X- _ O
ta -X- _ O
kakita -X- _ O
pero -X- _ O
gikataw -X- _ O
an -X- _ O
na -X- _ O
diay -X- _ O
ta -X- _ O
sa -X- _ O
LAGONG -X- _ O
, -X- _ O
ky -X- _ O
diria -X- _ O
na -X- _ O
sya -X- _ O
gikan. -X- _ O
" -X- _ O
So -X- _ O
maoto -X- _ O
, -X- _ O
NAKAKAON -X- _ O
RA -X- _ O
BIYA -X- _ O
GYUD -X- _ O
TAWUN -X- _ O
MIG -X- _ O
GINABOT. -X- _ O
Unya -X- _ O
kay -X- _ O
kaning -X- _ O
nakakita -X- _ O
na -X- _ O
ta -X- _ O
daan -X- _ O
nga -X- _ O
naay -X- _ O
GINABOT -X- _ O
g -X- _ O
itlogan -X- _ O
sa -X- _ O
LAGONG -X- _ O
ga -X- _ O
hinay2 -X- _ O
nalang -X- _ O
pudkog -X- _ O
kaon -X- _ O
, -X- _ O
so -X- _ O
far -X- _ O
LAMI -X- _ O
RAMAN -X- _ O
SAB. -X- _ O
Mga -X- _ O
MAMSER -X- _ O
, -X- _ O
PLEASE -X- _ O
LANG -X- _ O
PUD -X- _ O
ICHECK -X- _ O
NINYO -X- _ O
KANUNAY -X- _ O
INYONG -X- _ O
STANTE. -X- _ O
PLEASE -X- _ O
, -X- _ O
ALAYON -X- _ O
. -X- _ O

Amin -X- _ O
sa -X- _ O
dire -X- _ O
bi. -X- _ O
Aldrinne -X- _ O
Ferrer -X- _ O

Towing -X- _ O
nalang -X- _ O
juy -X- _ O
kulang -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
. -X- _ O

Dile -X- _ O
raman -X- _ O
traffic -X- _ O
sa -X- _ O
Dumaguete. -X- _ B-LOC
Ryly -X- _ O
Dre -X- _ O
Pontino -X- _ O

Amping -X- _ O
jud -X- _ O
kanunay -X- _ O
sa -X- _ O
pagdrive -X- _ O
especially -X- _ O
pa -X- _ O
angat -X- _ O
nga -X- _ O
dalan -X- _ O
. -X- _ O

Wa -X- _ O
man -X- _ O
jud -X- _ O
ga -X- _ O
huna -X- _ O
huna -X- _ O
sa -X- _ O
uban. -X- _ O
Dako -X- _ O
raba -X- _ O
kaau -X- _ O
ug -X- _ O
sakyanan. -X- _ O
" -X- _ O
Kuyawa -X- _ O
jd -X- _ O
nila -X- _ O
mamalit -X- _ O
ug -X- _ O
coke -X- _ B-MISC
kay -X- _ O
sa -X- _ O
tunga -X- _ O
mans -X- _ O
dalan -X- _ O
" -X- _ O

BREAKING -X- _ O
: -X- _ O
Sunog -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
bodega -X- _ O
sa -X- _ O
Bantayan -X- _ B-LOC
, -X- _ I-LOC
Dumaguete -X- _ I-LOC
CityGrafe -X- _ I-LOC
Bear -X- _ O

DENR -X- _ B-ORG
sa -X- _ O
Negros -X- _ B-LOC
? -X- _ O

Congrats -X- _ O
trending -X- _ O
najud -X- _ O
ang -X- _ O
Dumaguete -X- _ B-LOC
city -X- _ I-LOC
! -X- _ O
! -X- _ O
Well -X- _ O
known -X- _ O
najud -X- _ O
ang -X- _ O
ka -X- _ O
maau -X- _ O
sa -X- _ O
atung -X- _ O
systema -X- _ O
aning -X- _ O
shudad. -X- _ O
But -X- _ O
bale -X- _ O
wala -X- _ O
rajapon -X- _ O
sa -X- _ O
atung -X- _ O
mga -X- _ O
LGU -X- _ B-ORG
, -X- _ O
people -X- _ O
encharge. -X- _ O
Little -X- _ O
by -X- _ O
little -X- _ O
the -X- _ O
name -X- _ O
Dumaguete -X- _ B-LOC
city -X- _ I-LOC
will -X- _ O
slowly -X- _ O
be -X- _ O
known -X- _ O
as -X- _ O
not -X- _ O
of -X- _ O
the -X- _ O
gentle -X- _ O
people -X- _ O
but -X- _ O
something -X- _ O
else. -X- _ O
PANTALAN -X- _ B-LOC
SA -X- _ I-LOC
DUMAGUETE -X- _ I-LOC
CITY -X- _ I-LOC
, -X- _ O
DAGHANG -X- _ O
FIXER -X- _ O
, -X- _ O
GIREKLAMO -X- _ O
SA -X- _ O
PASAHEROMga -X- _ O
pasahero -X- _ O
nga -X- _ O
mo -X- _ O
lukat -X- _ O
ug -X- _ O
ticket -X- _ O
sa -X- _ O
pantalan -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ O
nag -X- _ O
reklamo -X- _ O
kay -X- _ O
sige -X- _ O
lang -X- _ O
ka -X- _ O
Fully -X- _ O
Book -X- _ O
pero -X- _ O
matod -X- _ O
pa -X- _ O
daghang -X- _ O
fixer -X- _ O
sa -X- _ O
palibot -X- _ O
nag -X- _ O
laroy-laroy -X- _ O
ug -X- _ O
mo -X- _ O
tanyag -X- _ O
pero -X- _ O
mahal -X- _ O
na -X- _ O
ang -X- _ O
ticket -X- _ O
. -X- _ O

Uwako -X- _ O
kaya -X- _ O
papi -X- _ O
! -X- _ O

Joke -X- _ O
kaau -X- _ O
ning -X- _ O
ilang -X- _ O
signage. -X- _ O
But -X- _ O
at -X- _ O
the -X- _ O
same -X- _ O
time -X- _ O
obstacle -X- _ O
nas -X- _ O
4 -X- _ O
lane -X- _ O
highway -X- _ O
nga -X- _ O
delicado -X- _ O
sa -X- _ O
mga -X- _ O
riders. -X- _ O
good -X- _ O
morning -X- _ O
, -X- _ O
can -X- _ O
you -X- _ O
post -X- _ O
this -X- _ O
one -X- _ O
to -X- _ O
address -X- _ O
the -X- _ O
law -X- _ O
in -X- _ O
forces -X- _ O
about -X- _ O
ani -X- _ O
nga -X- _ O
sign -X- _ O
na -X- _ O
gi -X- _ O
butang -X- _ O
sa -X- _ O
outer -X- _ O
lane -X- _ O
dirs -X- _ O
diversion -X- _ B-LOC
road -X- _ I-LOC
batinguel -X- _ B-LOC
to -X- _ O
camanjac.. -X- _ B-LOC
thank -X- _ O
you -X- _ O

Kung -X- _ O
hugawan -X- _ O
mos -X- _ O
mga -X- _ O
spagetti -X- _ O
wires -X- _ O
sa -X- _ O
mga -X- _ O
poste -X- _ O
huna-huna -X- _ O
nalang -X- _ O
nga -X- _ O
inter-dimension -X- _ O
nang -X- _ O
kada -X- _ O
linya. -X- _ O
Art -X- _ O
from -X- _ O
Alex -X- _ O
Hyner -X- _ O

Ing.ani -X- _ O
ra -X- _ O
diay -X- _ O
pag -X- _ O
gama -X- _ O
ug -X- _ O
katol -X- _ O
ka -X- _ O
daghan -X- _ O
man -X- _ O
aning -X- _ O
tanoma -X- _ O
sa -X- _ O
mga -X- _ O
kilid -X- _ O
kilid -X- _ O
. -X- _ O

Di -X- _ O
mag -X- _ O
dugay -X- _ O
nga -X- _ O
ang -X- _ O
kahoi -X- _ O
ma -X- _ O
himo -X- _ O
nalang -X- _ O
og -X- _ O
thing -X- _ O
of -X- _ O
the -X- _ O
past. -X- _ O
With -X- _ O
all -X- _ O
the -X- _ O
development -X- _ O
that -X- _ O
is -X- _ O
going -X- _ O
on -X- _ O
and -X- _ O
the -X- _ O
quarry -X- _ O
around -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
unsa -X- _ O
nalang -X- _ O
kaha -X- _ O
ma -X- _ O
abtan -X- _ O
sa -X- _ O
atung -X- _ O
mga -X- _ O
bata -X- _ O
if -X- _ O
we -X- _ O
still -X- _ O
do -X- _ O
nothing -X- _ O
. -X- _ O

We -X- _ O
need -X- _ O
more -X- _ O
entrapment -X- _ O
like -X- _ O
these -X- _ O
especially -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
city. -X- _ I-LOC
Kay -X- _ O
murag -X- _ O
ubay -X- _ O
ubay -X- _ O
kaau -X- _ O
dire -X- _ O
sa -X- _ O
atung -X- _ O
nasod -X- _ O
. -X- _ O

Ay -X- _ O
hala -X- _ O
ang -X- _ O
mga -X- _ O
kuan -X- _ O
nawala -X- _ O
! -X- _ O

Gina -X- _ O
gamit -X- _ O
man -X- _ O
last -X- _ O
minute -X- _ O
lang -X- _ O
. -X- _ O

TAN-AWA -X- _ O
: -X- _ O
Isda -X- _ O
nga -X- _ O
trap -X- _ O
sa -X- _ O
linaw -X- _ O
sa -X- _ O
Shoreline -X- _ O
Protection -X- _ O
sa -X- _ O
Tinago -X- _ B-LOC
, -X- _ I-LOC
Dumaguete -X- _ I-LOC
, -X- _ O
nanggawas -X- _ O
na -X- _ O
, -X- _ O
pipila -X- _ O
ka -X- _ O
mga -X- _ O
lumolopyo -X- _ O
namulot -X- _ O
nalang -X- _ O
sa -X- _ O
isdaVIA -X- _ O
Radyo -X- _ O
Bandera -X- _ O
Dumaguete -X- _ O
97.7 -X- _ O
Sweet -X- _ O
FM -X- _ O

Im -X- _ O
sending -X- _ O
you -X- _ O
some.photos -X- _ O
of -X- _ O
fish -X- _ O
killing -X- _ O
sa -X- _ O
tinago -X- _ B-LOC
. -X- _ O
Na -X- _ O
trap -X- _ O
ang -X- _ O
mga -X- _ O
isda. -X- _ O
Gipangkuha -X- _ O
sa.mga -X- _ O
tawo -X- _ O
and -X- _ O
not -X- _ O
sure -X- _ O
of -X- _ O
na -X- _ O
poison. -X- _ O
Pero -X- _ O
it -X- _ O
seem -X- _ O
wala -X- _ O
sila -X- _ O
oxygen -X- _ O
kay -X- _ O
gisira -X- _ O
na -X- _ O
ang -X- _ O
opening -X- _ O
dapit -X- _ O
sa -X- _ O
banica -X- _ B-LOC
to -X- _ O
connect -X- _ O
sa -X- _ O
bridge -X- _ O
. -X- _ O

hello -X- _ O
good -X- _ O
day -X- _ O
ma'am -X- _ O
/ -X- _ O
sir -X- _ O
! -X- _ O
ganahan -X- _ O
ra -X- _ O
unta -X- _ O
ko -X- _ O
hatagan -X- _ O
ug -X- _ O
attention -X- _ O
ng -X- _ O
mga -X- _ O
V-hire -X- _ B-MISC
diri -X- _ O
sa -X- _ O
negros -X- _ B-LOC
kay -X- _ O
grabi -X- _ O
ka -X- _ O
abusado -X- _ O
na. -X- _ O
Kusog -X- _ O
kaayo -X- _ O
mag -X- _ O
padagan -X- _ O
ug -X- _ O
overtake -X- _ O
dayon -X- _ O
himan -X- _ O
himan -X- _ O
mupadaplin -X- _ O
way -X- _ O
signal -X- _ O
kay -X- _ O
mukuha -X- _ O
diay -X- _ O
ug -X- _ O
pasahero. -X- _ O
Dayon -X- _ O
grabi -X- _ O
kaayo -X- _ O
makabusina -X- _ O
murag -X- _ O
tag-iya -X- _ O
na -X- _ O
ug -X- _ O
dalan. -X- _ O
mahal -X- _ O
na -X- _ O
gani -X- _ O
plete -X- _ O
dayon -X- _ O
walay -X- _ O
assurance -X- _ O
imong -X- _ O
kinabuhi -X- _ O
if -X- _ O
musakay -X- _ O
ka -X- _ O
ana -X- _ O
nila -X- _ O
tungod -X- _ O
ana -X- _ O
ilang -X- _ O
style -X- _ O
mag -X- _ O
padagan. -X- _ O
grabi -X- _ O
na -X- _ O
jd. -X- _ O
Please -X- _ O
lang -X- _ O
ko -X- _ O
ayaw -X- _ O
ra -X- _ O
ipost -X- _ O
ako -X- _ O
name. -X- _ O
thank -X- _ O
you -X- _ O

Oi -X- _ O
finally -X- _ O
ang -X- _ O
dalan -X- _ O
na -X- _ O
maka -X- _ O
guba -X- _ O
ug -X- _ O
gugma -X- _ O
gi -X- _ O
guba -X- _ O
na -X- _ O
! -X- _ O

Bali -X- _ O
rabang -X- _ O
lamia -X- _ O
sa -X- _ O
crispy -X- _ B-LOC
king -X- _ I-LOC
baaa -X- _ O
. -X- _ O

We -X- _ O
all -X- _ O
know -X- _ O
najud -X- _ O
nga -X- _ O
nay -X- _ O
bahin -X- _ O
ang -X- _ O
kada -X- _ O
usa -X- _ O
ani -X- _ O
nila. -X- _ O
Mau -X- _ O
nang -X- _ O
wala -X- _ O
juy -X- _ O
klaro -X- _ O
ang -X- _ O
systema -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
port. -X- _ I-LOC
We -X- _ O
are -X- _ O
progressive -X- _ O
daw -X- _ O
as -X- _ O
a -X- _ O
city -X- _ O
but -X- _ O
as -X- _ O
locals -X- _ O
we -X- _ O
all -X- _ O
know -X- _ O
that -X- _ O
those -X- _ O
are -X- _ O
just -X- _ O
BS. -X- _ O
Daghan -X- _ O
kaau -X- _ O
major -X- _ O
problem -X- _ O
ang -X- _ O
Dumaguete -X- _ B-LOC
nga -X- _ O
gi -X- _ O
bale -X- _ O
wala -X- _ O
ra. -X- _ O
Sad -X- _ O
part -X- _ O
is -X- _ O
kita -X- _ O
pajud -X- _ O
ga -X- _ O
bayad -X- _ O
ug -X- _ O
Tax -X- _ O
. -X- _ O

basin -X- _ O
naay -X- _ O
makakita -X- _ O
ani -X- _ O
nga -X- _ O
puppy -X- _ O
7 -X- _ O
mos -X- _ O
old. -X- _ O
shitzu. -X- _ B-MISC
or -X- _ O
naa -X- _ O
ibaligya. -X- _ O
pls -X- _ O
palihug -X- _ O
ko -X- _ O
pm -X- _ O
Kay -X- _ O
gikawat -X- _ O
amoa -X- _ O
puppy -X- _ O
iya -X- _ O
me -X- _ O
snowball..sa -X- _ B-MISC
ako -X- _ O
intawon -X- _ O
to -X- _ O
son -X- _ O
8 -X- _ O
yrs -X- _ O
old. -X- _ O
cge -X- _ O
sya -X- _ O
bulong. -X- _ O
ug -X- _ O
hilak -X- _ O
. -X- _ O

Sa -X- _ O
atung -X- _ O
mga -X- _ O
friends -X- _ O
nga -X- _ O
ga -X- _ O
plan -X- _ O
mu -X- _ O
travel -X- _ O
via -X- _ O
Dumaguete -X- _ B-LOC
port -X- _ I-LOC
good -X- _ O
luck -X- _ O
nalang -X- _ O
ninyu -X- _ O
diha. -X- _ O
Until -X- _ O
now -X- _ O
it -X- _ O
's -X- _ O
the -X- _ O
same -X- _ O
dump -X- _ O
as -X- _ O
it -X- _ O
was -X- _ O
before. -X- _ O
Maau -X- _ O
ra -X- _ O
mag -X- _ O
pa -X- _ O
press -X- _ O
briefing -X- _ O
na -X- _ O
sila -X- _ O
then -X- _ O
back -X- _ O
to -X- _ O
its -X- _ O
old -X- _ O
corrupt -X- _ O
self -X- _ O
. -X- _ O

Murag -X- _ O
sauna -X- _ O
raman -X- _ O
ning -X- _ O
problemaha -X- _ O
sa -X- _ O
pantalan -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
kada -X- _ O
summer -X- _ O
ingon -X- _ O
ani -X- _ O
ang -X- _ O
problema -X- _ O
. -X- _ O

" -X- _ O
Hi -X- _ O
admin -X- _ O
basin -X- _ O
you -X- _ O
have -X- _ O
information -X- _ O
or -X- _ O
name -X- _ O
sa -X- _ O
person -X- _ O
incharge -X- _ O
sa -X- _ O
highway -X- _ O
and -X- _ O
safety -X- _ O
construction -X- _ O
dire -X- _ O
sa -X- _ O
Sibulan -X- _ B-LOC
area -X- _ O
para -X- _ O
ma -X- _ O
address -X- _ O
namo -X- _ O
personally -X- _ O
ang -X- _ O
amung -X- _ O
mga -X- _ O
concern -X- _ O
regarding -X- _ O
ignoring -X- _ O
public -X- _ O
safety -X- _ O
aning -X- _ O
mga -X- _ O
roads -X- _ O
signs -X- _ O
ug -X- _ O
non -X- _ O
existing -X- _ O
early -X- _ O
warning -X- _ O
devices -X- _ O
sa -X- _ O
road -X- _ O
construction -X- _ O
? -X- _ O
" -X- _ O

Wala -X- _ O
najud -X- _ O
tingale -X- _ O
kausuban -X- _ O
no -X- _ O
? -X- _ O
Unless -X- _ O
dato -X- _ O
ka -X- _ O
priority -X- _ O
ka -X- _ O
! -X- _ O
Capitalism -X- _ O
! -X- _ O
A -X- _ O
friendly -X- _ O
reminder -X- _ O
lang -X- _ O
since -X- _ O
wala -X- _ O
namay -X- _ O
mga -X- _ O
canopy -X- _ O
nya -X- _ O
super -X- _ O
duper -X- _ O
init -X- _ O
ang -X- _ O
panahon -X- _ O
likay -X- _ O
nalang -X- _ O
sa -X- _ O
heat -X- _ O
stroke. -X- _ O
Good -X- _ O
luck -X- _ O
sa -X- _ O
mga -X- _ O
tourista -X- _ O
ani -X- _ O

" -X- _ O
concerning -X- _ O
anang -X- _ O
walay -X- _ O
suga -X- _ O
ninyu -X- _ O
nga -X- _ O
post -X- _ O
here -X- _ O
is -X- _ O
one -X- _ O
coming -X- _ O
from -X- _ O
the -X- _ O
most -X- _ O
notorious -X- _ O
contractors -X- _ O
when -X- _ O
it -X- _ O
comes -X- _ O
to -X- _ O
ignoring -X- _ O
the -X- _ O
safety -X- _ O
policy -X- _ O
when -X- _ O
constructing -X- _ O
roads -X- _ O
and -X- _ O
highways. -X- _ O
Gi -X- _ O
unsa -X- _ O
kaha -X- _ O
ni -X- _ O
pag -X- _ O
pasar -X- _ O
sa -X- _ O
DPWH -X- _ B-ORG
naka -X- _ O
dawat -X- _ O
na -X- _ O
tingale -X- _ O
nga -X- _ O
dugay -X- _ O
naman -X- _ O
ning -X- _ O
gina -X- _ O
ignore. -X- _ O
Walay -X- _ O
pay -X- _ O
street -X- _ O
light -X- _ O
wala -X- _ O
pajuy -X- _ O
tarong -X- _ O
nga -X- _ O
reflector -X- _ O
! -X- _ O
No -X- _ O
warning -X- _ O
lights -X- _ O
meters -X- _ O
away -X- _ O
from -X- _ O
the -X- _ O
pile -X- _ O
up -X- _ O
and -X- _ O
its -X- _ O
been -X- _ O
months -X- _ O
since -X- _ O
na -X- _ O
kalimtan -X- _ O
ra -X- _ O
ni. -X- _ O
Maygane -X- _ O
wala -X- _ O
pay -X- _ O
na -X- _ O
accidente -X- _ O
kay -X- _ O
diha -X- _ O
pa -X- _ O
nila -X- _ O
e -X- _ O
lihok. -X- _ O
Plus -X- _ O
ingon -X- _ O
daun -X- _ O
nga -X- _ O
sala -X- _ O
sa -X- _ O
driver -X- _ O
kay -X- _ O
kusug -X- _ O
kaau. -X- _ O
Tisk -X- _ O
! -X- _ O
please -X- _ O
share -X- _ O
for -X- _ O
awareness. -X- _ O
" -X- _ O
Located -X- _ O
sa -X- _ O
Looc -X- _ B-LOC
Sibulan -X- _ I-LOC
pasulod -X- _ O
sa -X- _ O
quarry -X- _ O
sight -X- _ O
. -X- _ O

basin -X- _ O
naay -X- _ O
nakaila -X- _ O
ani -X- _ O
nga -X- _ O
iro..didto -X- _ O
ni -X- _ O
gabie -X- _ O
sa -X- _ O
boulevard -X- _ B-LOC
nagka -X- _ O
pangka2x -X- _ O
tawun -X- _ O
sa -X- _ O
mga -X- _ O
bato -X- _ O
sa -X- _ O
baybay -X- _ O
dapit -X- _ O
sa -X- _ O
pantawan -X- _ B-LOC
kay -X- _ O
balod..naa -X- _ O
cya -X- _ O
karon -X- _ O
sa -X- _ O
police -X- _ O
station -X- _ O
sa -X- _ O
dumaguete..luoy -X- _ B-LOC
kaayo.. -X- _ O

Hi -X- _ O
admin -X- _ O
nakita -X- _ O
ko -X- _ O
earlier -X- _ O
today -X- _ O
and -X- _ O
was -X- _ O
just -X- _ O
wondering -X- _ O
gi -X- _ O
unsa -X- _ O
ni -X- _ O
pag -X- _ O
lusot -X- _ O
sa -X- _ O
mga -X- _ O
check -X- _ O
point -X- _ O
? -X- _ O
No -X- _ O
lights -X- _ O
nya -X- _ O
ga -X- _ O
dagan -X- _ O
sa -X- _ O
dulom -X- _ O
mejo -X- _ O
delikado -X- _ O
jud -X- _ O
kaau -X- _ O
para -X- _ O
sa -X- _ O
mga -X- _ O
motorista -X- _ O
dire -X- _ O
sa -X- _ O
Dumaguete. -X- _ B-LOC
Unsay -X- _ O
may -X- _ O
purpose -X- _ O
sa -X- _ O
mga -X- _ O
police -X- _ O
kung -X- _ O
dile -X- _ O
nila -X- _ O
ma -X- _ O
uphold -X- _ O
ang -X- _ O
mga -X- _ O
balaod -X- _ O
? -X- _ O
Di -X- _ O
pod -X- _ O
kay -X- _ O
e -X- _ O
pasa -X- _ O
nato -X- _ O
nis -X- _ O
traffic -X- _ O
ug -X- _ O
highway -X- _ O
patrol -X- _ O
na -X- _ O
mas -X- _ O
daghan -X- _ O
paman -X- _ O
ug -X- _ O
police -X- _ O
. -X- _ O

Ang -X- _ O
dagat -X- _ O
nato -X- _ O
dire -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
hapit -X- _ O
napod -X- _ O
ma -X- _ O
parehas -X- _ O
sa -X- _ O
ning -X- _ O
pictures -X- _ O
. -X- _ O

Naka -X- _ O
xerox -X- _ B-MISC
naba -X- _ O
tanan -X- _ O
sa -X- _ O
ilang -X- _ O
disensya -X- _ O
? -X- _ O

Hi -X- _ O
admin -X- _ O
unsay -X- _ O
policy -X- _ O
kung -X- _ O
nay -X- _ O
sakyanan -X- _ O
mag -X- _ O
dagan -X- _ O
sa -X- _ O
dalan -X- _ O
kusug -X- _ O
but -X- _ O
wala -X- _ O
gapa -X- _ O
suga -X- _ O
? -X- _ O
Murag -X- _ O
unsafe -X- _ O
man -X- _ O
para -X- _ O
sa -X- _ O
publico -X- _ O
admin -X- _ O
. -X- _ O

Temporaryo -X- _ O
nga -X- _ O
iisyu -X- _ O
ang -X- _ O
maong -X- _ O
papel -X- _ O
sa -X- _ O
mga -X- _ O
aplikante -X- _ O
samtang -X- _ O
naglisod -X- _ O
pa -X- _ O
ang -X- _ O
Land -X- _ B-ORG
Transportation -X- _ I-ORG
Office -X- _ I-ORG
( -X- _ O
LTO -X- _ B-ORG
) -X- _ O
sa -X- _ O
supply -X- _ O
sa -X- _ O
plastic -X- _ O
cards.Sumala -X- _ O
pa -X- _ O
sa -X- _ O
LTO -X- _ B-ORG
, -X- _ O
anaa -X- _ O
lang -X- _ O
sa -X- _ O
147,000 -X- _ O
ka -X- _ O
plastic -X- _ O
cards -X- _ O
ang -X- _ O
anaa -X- _ O
sa -X- _ O
tibuok -X- _ O
nasud. -X- _ O
Ug -X- _ O
mahimo -X- _ O
kining -X- _ O
hangtod -X- _ O
sa -X- _ O
katapusan -X- _ O
sa -X- _ O
Abril.via -X- _ O
ABS-CBN -X- _ O
News -X- _ O

A -X- _ O
friendly -X- _ O
reminder -X- _ O
unta -X- _ O
nga -X- _ O
di -X- _ O
ta -X- _ O
ma -X- _ O
wad.an -X- _ O
ug -X- _ O
common -X- _ O
sense. -X- _ O
Ang -X- _ O
motor -X- _ O
is -X- _ O
the -X- _ O
most -X- _ O
convenient -X- _ O
vehicle -X- _ O
to -X- _ O
park. -X- _ O
Dali -X- _ O
rajud -X- _ O
e -X- _ O
parking -X- _ O
and -X- _ O
efficient -X- _ O
kaau -X- _ O
, -X- _ O
compara -X- _ O
mo -X- _ O
sa -X- _ O
mga -X- _ O
4 -X- _ O
wheels -X- _ O
nga -X- _ O
baling -X- _ O
kapoya -X- _ O
e -X- _ O
parking -X- _ O
jud -X- _ O
tuod. -X- _ O
But -X- _ O
dile -X- _ O
jud -X- _ O
pod -X- _ O
ta -X- _ O
mag -X- _ O
tinapolan -X- _ O
ug -X- _ O
pagka -X- _ O
selfish -X- _ O
mo -X- _ O
parking -X- _ O
. -X- _ O

Ma -X- _ O
appreciate -X- _ O
jud -X- _ O
namo -X- _ O
nang -X- _ O
mga -X- _ O
batan.on -X- _ O
karon -X- _ O
panohona -X- _ O
nga -X- _ O
kabalo -X- _ O
mag -X- _ O
hunu -X- _ O
huna -X- _ O
para -X- _ O
sa -X- _ O
uban -X- _ O
. -X- _ O

Wala -X- _ O
nay -X- _ O
problema -X- _ O
ug -X- _ O
ice -X- _ O
sa -X- _ O
Mabinay. -X- _ B-LOC
Ice -X- _ O
rain -X- _ O
in -X- _ O
Mabyinay -X- _ B-LOC
April -X- _ O
21,2023.Para -X- _ O
accurate -X- _ O
hail -X- _ O
storm -X- _ O
ni -X- _ O
siya -X- _ O
mini -X- _ O
version -X- _ O
lang. -X- _ O
Video -X- _ O
by -X- _ O
Jocadz -X- _ O
Zildac -X- _ O

Kusug -X- _ O
nga -X- _ O
Ulan -X- _ O
nga -X- _ O
ice -X- _ O
karon -X- _ O
sa -X- _ O
Mabinay -X- _ B-LOC
April -X- _ O
21 -X- _ O
, -X- _ O
2023By -X- _ O
Miel -X- _ O
Paculanang -X- _ O

Di -X- _ O
nata -X- _ O
maka -X- _ O
kita -X- _ O
ug -X- _ O
ing.ani -X- _ O
karong -X- _ O
panahona. -X- _ O
Long -X- _ O
Horn -X- _ O
Carabao -X- _ O
's -X- _ O
, -X- _ O
PhilippinesCirca -X- _ B-LOC
1900 -X- _ O
's -X- _ O
- -X- _ O
1950'sImage -X- _ O
Ctto -X- _ O

Gwapo -X- _ O
ug -X- _ O
view -X- _ O
oy -X- _ O
kana -X- _ O
rang -X- _ O
no -X- _ O
parking -X- _ O
moy -X- _ O
samok. -X- _ O
Pila -X- _ O
kahay -X- _ O
timbang -X- _ O
ana -X- _ O
? -X- _ O

Bali -X- _ O
pong -X- _ O
klaruha -X- _ O
nga -X- _ O
wala -X- _ O
najud -X- _ O
poy -X- _ O
sidewalk -X- _ O
na -X- _ O
bilin -X- _ O
sa -X- _ O
style -X- _ O
ug -X- _ O
pag -X- _ O
park -X- _ O
mau -X- _ O
tingale -X- _ O
gipang -X- _ O
ticketan. -X- _ O
Ang -X- _ O
panhutana -X- _ O
naka -X- _ O
learn -X- _ O
naba -X- _ O
